step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
40,PAYMENT,3505.59,C1476900743,0.0,0.0,M447841561,0.0,0.0,0,0
157,CASH_IN,241171.43,C1784360148,8050382.76,8291554.19,C2085466723,393830.58,650280.05,0,0
41,PAYMENT,10592.22,C55698776,203145.0,192552.78,M1963878543,0.0,0.0,0,0
278,CASH_IN,562603.77,C1845277237,21298.0,583901.77,C1924376408,2300864.11,1738260.34,0,0
153,CASH_IN,24826.38,C1110151423,3622765.68,3647592.06,C1194119526,1532303.42,1507477.04,0,0
382,PAYMENT,2710.72,C1846067011,51082.0,48371.28,M241096579,0.0,0.0,0,0
355,CASH_OUT,3159.2,C1394141739,0.0,0.0,C452528618,1332497.54,1335656.74,0,0
280,CASH_OUT,97269.42,C1524212992,14938.0,0.0,C759084173,60784.26,158053.68,0,0
250,CASH_OUT,159547.86,C1713622203,0.0,0.0,C1132215926,317328.63,476876.49,0,0
255,TRANSFER,1095681.22,C1454277849,0.0,0.0,C1000430395,3469358.54,4565039.76,0,0
189,PAYMENT,16046.2,C1776825926,69695.0,53648.8,M1237723349,0.0,0.0,0,0
374,CASH_OUT,218558.13,C698090783,0.0,0.0,C714930583,408846.0,627404.13,0,0
251,CASH_OUT,13148.9,C1618093682,0.0,0.0,C372780330,30168.43,43317.32,0,0
416,CASH_OUT,71916.7,C1365270802,0.0,0.0,C1863466211,3747059.1,3818975.81,0,0
307,CASH_IN,185186.12,C796342415,528.0,185714.12,C1630687384,960287.11,775101.0,0,0
258,TRANSFER,263675.39,C1604285651,0.0,0.0,C1400418263,2170750.51,2434425.9,0,0
205,CASH_OUT,128065.4,C773266291,0.0,0.0,C1160722339,164421.49,292486.89,0,0
522,PAYMENT,1558.87,C1039647640,500330.0,498771.13,M1259054826,0.0,0.0,0,0
588,CASH_OUT,98486.25,C79384662,0.0,0.0,C2075293285,569438.48,667924.73,0,0
301,CASH_OUT,104677.42,C1041188042,108805.0,4127.58,C371056838,52569055.41,52673732.83,0,0
400,CASH_IN,239469.78,C1097080340,3067530.4,3307000.17,C1178961600,1565716.37,1326246.59,0,0
162,CASH_OUT,5677.33,C901572643,0.0,0.0,C1452842399,1169491.05,1175168.38,0,0
41,CASH_OUT,144147.54,C1865923132,0.0,0.0,C1779960297,2500987.03,2645134.57,0,0
260,PAYMENT,2639.07,C1548150814,472737.0,470097.93,M145315913,0.0,0.0,0,0
163,CASH_OUT,56671.6,C1991442962,7257.0,0.0,C1803767670,0.0,56671.6,0,0
44,CASH_OUT,241824.3,C1850342614,0.0,0.0,C648151864,411836.17,704564.83,0,0
254,CASH_OUT,415244.95,C713288717,0.0,0.0,C1233507829,1398284.98,1813529.93,0,0
380,CASH_IN,177376.57,C1284952321,5483869.87,5661246.44,C240610925,488858.01,311481.44,0,0
177,CASH_IN,156498.52,C94534275,4586067.38,4742565.91,C2066276068,535644.65,379146.13,0,0
257,TRANSFER,338900.15,C274934658,0.0,0.0,C1562085740,1595004.56,1933904.71,0,0
37,CASH_IN,359828.33,C815760577,14654.0,374482.33,C280663936,4622495.84,3965440.97,0,0
203,PAYMENT,4746.12,C1469738727,35365.0,30618.88,M870694705,0.0,0.0,0,0
11,PAYMENT,9998.78,C2120489994,55286.49,45287.7,M2094558399,0.0,0.0,0,0
20,CASH_OUT,47186.29,C279741424,38264.0,0.0,C1753417026,0.0,47186.29,0,0
281,CASH_OUT,60771.77,C1013138984,0.0,0.0,C68044310,1639372.46,1700144.24,0,0
14,CASH_OUT,100842.24,C1282593764,28831.0,0.0,C1813062976,975551.68,1076393.91,0,0
396,PAYMENT,9337.97,C98307716,0.0,0.0,M1782642309,0.0,0.0,0,0
276,CASH_IN,21918.6,C448487100,60247.0,82165.6,C1252518088,399641.23,377722.63,0,0
209,CASH_OUT,12299.11,C1492412732,7175.0,0.0,C855787926,0.0,12299.11,0,0
229,CASH_OUT,377811.27,C519631804,27419.0,0.0,C614176277,692993.92,1070805.19,0,0
260,TRANSFER,926931.3,C359424405,0.0,0.0,C382119430,1173416.63,2100347.93,0,0
36,CASH_OUT,344154.55,C1805223575,25954.0,0.0,C687529382,371440.94,653208.48,0,0
16,PAYMENT,17635.98,C1582837360,14854.39,0.0,M432213983,0.0,0.0,0,0
33,CASH_IN,88437.28,C129990761,55494.0,143931.28,C403178709,106158.36,17721.07,0,0
167,PAYMENT,9019.36,C2081978207,30011.0,20991.64,M1226940519,0.0,0.0,0,0
17,CASH_IN,67670.36,C716370207,448.0,68118.36,C2071102707,382.0,0.0,0,0
136,CASH_IN,111268.76,C426135691,807723.62,918992.38,C650226265,0.0,0.0,0,0
301,CASH_IN,104089.77,C532561245,1867730.82,1971820.59,C2062627854,1322764.91,1218675.13,0,0
281,CASH_OUT,6062.19,C885084435,52025.0,45962.81,C1666404912,3010110.37,3016172.55,0,0
94,PAYMENT,2497.08,C745446448,8662.0,6164.92,M479914784,0.0,0.0,0,0
143,TRANSFER,1566072.83,C651253527,0.0,0.0,C197903752,1707335.7,3273408.53,0,0
258,PAYMENT,37701.59,C1812005441,51792.0,14090.41,M14650688,0.0,0.0,0,0
476,PAYMENT,8475.32,C1830976692,0.0,0.0,M174317757,0.0,0.0,0,0
311,PAYMENT,8854.73,C222233308,75401.32,66546.59,M967942142,0.0,0.0,0,0
251,CASH_IN,208988.88,C447188981,7603793.56,7812782.44,C1022939327,566022.78,357033.9,0,0
180,CASH_OUT,40232.99,C242480066,100035.0,59802.01,C335179362,0.0,40232.99,0,0
351,PAYMENT,3700.68,C1689229820,110175.0,106474.32,M89953430,0.0,0.0,0,0
157,PAYMENT,5047.22,C1686010297,29815.0,24767.78,M131405504,0.0,0.0,0,0
35,TRANSFER,1739637.92,C1702188111,91265.0,0.0,C2115740185,0.0,1552583.38,0,0
396,CASH_IN,5588.25,C1895990762,964397.46,969985.71,C254298731,144869.19,139280.94,0,0
45,CASH_IN,97745.59,C2025460082,2309958.49,2407704.08,C1634438966,589825.97,492080.38,0,0
155,TRANSFER,410100.75,C937226338,0.0,0.0,C2017340693,558621.17,968721.92,0,0
229,PAYMENT,25326.64,C697266579,545766.0,520439.36,M140058738,0.0,0.0,0,0
382,PAYMENT,11176.33,C2038861782,20971.0,9794.67,M1353517234,0.0,0.0,0,0
378,PAYMENT,4644.14,C1262488999,21204.0,16559.86,M314637462,0.0,0.0,0,0
279,CASH_IN,286769.96,C1332968915,12102182.58,12388952.54,C1863742198,1033599.08,746829.12,0,0
33,TRANSFER,391302.91,C1381444420,59574.0,0.0,C342039155,705685.49,1285774.16,0,0
203,CASH_OUT,251937.44,C642362469,0.0,0.0,C406631772,677559.79,929497.24,0,0
311,PAYMENT,13498.7,C1207013475,91064.65,77565.95,M1604513787,0.0,0.0,0,0
280,PAYMENT,6060.13,C1671488889,220917.0,214856.87,M742098388,0.0,0.0,0,0
155,CASH_IN,105662.6,C425889861,8950877.82,9056540.42,C116103464,15014118.44,14908455.83,0,0
140,CASH_IN,500576.67,C876787956,1273553.72,1774130.39,C123428105,1036745.92,536169.25,0,0
353,CASH_OUT,326018.73,C1533626106,194949.0,0.0,C845367613,0.0,326018.73,0,0
299,CASH_OUT,156935.54,C542716247,52489.0,0.0,C1111308304,0.0,156935.54,0,0
589,PAYMENT,17208.26,C1969988222,0.0,0.0,M1720678968,0.0,0.0,0,0
399,CASH_IN,74789.38,C431807771,1444054.12,1518843.5,C1934195524,551454.76,476665.39,0,0
324,CASH_OUT,260523.77,C750371488,0.0,0.0,C439876208,264827.54,525351.31,0,0
201,PAYMENT,12964.55,C1123506366,0.0,0.0,M725273135,0.0,0.0,0,0
142,PAYMENT,13374.45,C2062009573,0.0,0.0,M1801107314,0.0,0.0,0,0
184,PAYMENT,2385.25,C1378632987,185957.73,183572.48,M1891782950,0.0,0.0,0,0
327,CASH_OUT,49785.57,C923945356,17033.0,0.0,C183650192,78485.7,128271.27,0,0
690,CASH_OUT,346776.61,C1337099494,20471.0,0.0,C698101254,58215.74,404992.35,0,0
348,CASH_IN,56873.58,C700458019,361.0,57234.58,C614974657,456302.71,399429.13,0,0
206,CASH_OUT,107329.79,C89027273,0.0,0.0,C1347114048,2917770.97,3025100.76,0,0
323,PAYMENT,7627.72,C2036590516,216496.0,208868.28,M919904060,0.0,0.0,0,0
254,CASH_IN,63396.89,C693844115,5027.0,68423.89,C479554945,867022.02,803625.13,0,0
381,PAYMENT,4142.17,C2056031457,21137.0,16994.83,M1090686455,0.0,0.0,0,0
233,TRANSFER,925054.35,C2144567318,24601.0,0.0,C813548711,2232320.72,3157375.06,0,0
325,CASH_OUT,228742.15,C1028365952,32792.0,0.0,C988507143,0.0,228742.15,0,0
141,PAYMENT,4907.49,C1115526292,0.0,0.0,M935259794,0.0,0.0,0,0
225,PAYMENT,24741.11,C557790485,45054.0,20312.89,M647663230,0.0,0.0,0,0
232,CASH_IN,304193.63,C481921821,6456.0,310649.63,C1427089316,295141.93,0.0,0,0
44,CASH_IN,222772.93,C631690351,16245982.53,16468755.46,C2055355234,1551740.04,1328967.12,0,0
547,PAYMENT,7539.37,C513124859,28414.82,20875.45,M1547663260,0.0,0.0,0,0
335,PAYMENT,4895.62,C160897135,30833.0,25937.38,M109310873,0.0,0.0,0,0
403,CASH_IN,61763.18,C1876539117,23000786.9,23062550.09,C1484058499,622265.87,560502.69,0,0
37,PAYMENT,4614.31,C1582677349,18883.0,14268.69,M1251300576,0.0,0.0,0,0
399,CASH_OUT,439627.46,C95929322,28533.0,0.0,C517896273,408366.6,847994.06,0,0
180,PAYMENT,44531.54,C1601611512,0.0,0.0,M1424622847,0.0,0.0,0,0
42,CASH_OUT,151385.0,C1456391511,188620.0,37235.0,C152153125,0.0,151385.0,0,0
571,CASH_OUT,159907.49,C1894236570,31933.0,0.0,C1812918034,18620.56,178528.04,0,0
252,PAYMENT,2125.03,C862529647,0.0,0.0,M1750051269,0.0,0.0,0,0
398,CASH_OUT,111911.81,C193123309,0.0,0.0,C1116649704,187073.28,298985.09,0,0
405,CASH_OUT,109516.52,C163625351,0.0,0.0,C493730988,298473.57,407990.09,0,0
226,CASH_OUT,396126.92,C1541058770,12407.0,0.0,C1354139155,74206.05,470332.96,0,0
356,CASH_OUT,34471.56,C1261908280,10156.0,0.0,C80992983,595037.3,629508.86,0,0
212,CASH_OUT,84266.15,C1200666531,165885.25,81619.1,C1859984583,874956.84,959222.99,0,0
358,CASH_IN,80131.99,C916654963,20863.0,100994.99,C1275667705,677069.39,596937.41,0,0
11,PAYMENT,16385.66,C1315903162,25500.0,9114.34,M1631273044,0.0,0.0,0,0
130,CASH_IN,190798.62,C1520851144,111430.0,302228.62,C943382379,6092488.4,5901689.78,0,0
306,CASH_IN,155199.83,C1588977001,5450394.31,5605594.14,C1432687668,207196.97,51997.14,0,0
42,CASH_IN,183407.44,C1948606740,91011.0,274418.44,C256251782,481360.73,403881.26,0,0
255,CASH_IN,211480.62,C2134155074,5279965.66,5491446.28,C2009971266,1197131.82,985651.2,0,0
299,CASH_OUT,294543.89,C1186853768,1013.0,0.0,C1807777054,3866383.31,4160927.2,0,0
525,TRANSFER,249860.49,C1221693731,0.0,0.0,C1706569228,3007611.34,3257471.83,0,0
405,PAYMENT,4970.58,C1734999280,7279.0,2308.42,M907979363,0.0,0.0,0,0
38,CASH_IN,145318.28,C1020970311,1574598.11,1719916.39,C219460475,1210096.83,1064778.54,0,0
35,CASH_IN,224758.83,C1633832622,3126867.75,3351626.58,C1440737118,274815.2,50056.36,0,0
188,TRANSFER,42530.59,C1022569594,35029.0,0.0,C335236972,319575.52,362106.1,0,0
179,PAYMENT,4549.75,C1705476474,28665.0,24115.25,M537776766,0.0,0.0,0,0
323,CASH_IN,247683.31,C1087063960,7665667.83,7913351.14,C2111945345,743261.26,495577.95,0,0
163,TRANSFER,1292791.4,C943912998,31068.0,0.0,C1886656144,7007866.76,8446236.13,0,0
16,CASH_IN,109300.46,C1753532691,284.0,109584.46,C1435152281,241192.58,131892.12,0,0
163,CASH_IN,233208.02,C1779680717,23968242.55,24201450.57,C658148223,372889.71,139681.69,0,0
309,PAYMENT,5323.8,C1375299956,0.0,0.0,M1335091676,0.0,0.0,0,0
18,CASH_IN,176260.3,C1271666620,2749357.24,2925617.54,C1970563717,332566.04,156305.74,0,0
305,TRANSFER,10000000.0,C747692349,0.0,0.0,C1135203514,10000000.0,27025542.99,0,0
285,PAYMENT,7985.48,C1430305045,0.0,0.0,M974954478,0.0,0.0,0,0
141,CASH_OUT,100888.62,C572073479,0.0,0.0,C1069131391,4591184.37,4692072.99,0,0
22,PAYMENT,1457.07,C1196732076,434067.0,432609.93,M1922088752,0.0,0.0,0,0
449,TRANSFER,501519.41,C1708257293,41532.0,0.0,C396678372,416393.64,917913.05,0,0
184,PAYMENT,1663.95,C155331061,601009.0,599345.05,M228706244,0.0,0.0,0,0
307,CASH_OUT,242178.2,C2114142089,144334.0,0.0,C518016177,90517.1,332695.3,0,0
670,CASH_IN,49207.66,C1193866947,5821.0,55028.66,C364050025,714403.02,665195.36,0,0
396,PAYMENT,23260.43,C2119680949,25150.0,1889.57,M904511021,0.0,0.0,0,0
380,CASH_IN,21040.37,C359898494,5547.0,26587.37,C544429933,0.0,0.0,0,0
135,CASH_IN,67507.51,C457636159,14015014.45,14082521.96,C1515116163,700766.48,633258.97,0,0
258,TRANSFER,50890.6,C380687046,242830.03,191939.43,C1809228102,4459900.14,4510790.74,0,0
282,PAYMENT,32259.86,C2031112876,0.0,0.0,M1863337269,0.0,0.0,0,0
43,PAYMENT,5357.57,C641469749,0.0,0.0,M460102359,0.0,0.0,0,0
408,PAYMENT,5266.62,C761159746,10583.0,5316.38,M576915840,0.0,0.0,0,0
157,CASH_OUT,257911.27,C1156135139,51164.0,0.0,C1970561039,5827.71,263738.98,0,0
158,CASH_IN,121009.63,C1011816650,10204.0,131213.63,C514444363,171393.69,50384.06,0,0
96,PAYMENT,18990.23,C38097458,0.0,0.0,M1188100196,0.0,0.0,0,0
305,PAYMENT,58930.36,C63657882,122982.0,64051.64,M1540313515,0.0,0.0,0,0
15,CASH_OUT,37044.91,C1539608355,78072.0,41027.09,C1625384033,22848.51,258449.86,0,0
8,TRANSFER,440061.3,C289264548,50664.0,0.0,C818570949,1962536.28,2402597.58,0,0
232,PAYMENT,10903.81,C637130083,20598.0,9694.19,M78618275,0.0,0.0,0,0
401,CASH_IN,173614.93,C1183655769,1068973.9,1242588.83,C924893216,407051.45,233436.52,0,0
36,CASH_IN,330385.49,C181181916,3145.0,333530.49,C441890223,0.0,0.0,0,0
346,PAYMENT,12578.76,C1893852663,0.0,0.0,M764630050,0.0,0.0,0,0
324,CASH_OUT,228014.86,C877449194,141.0,0.0,C1921868764,2130927.89,2358942.75,0,0
95,CASH_OUT,149619.74,C2025793887,0.0,0.0,C1750378843,2302156.97,2451776.71,0,0
186,TRANSFER,1132428.65,C1391589132,2072.0,0.0,C1249617174,296586.93,1429015.58,0,0
397,CASH_OUT,214275.0,C50754673,213.0,0.0,C2140627103,0.0,214275.0,0,0
396,CASH_IN,231702.86,C1411748610,7110329.45,7342032.31,C60603306,2150751.34,1919048.48,0,0
278,CASH_OUT,84292.76,C2130434594,105708.0,21415.24,C1543851010,8198462.43,8282755.19,0,0
43,CASH_OUT,112500.5,C37327694,7007.33,0.0,C1048459319,584339.56,696840.05,0,0
235,CASH_IN,22086.92,C79409493,2106973.27,2129060.19,C1383952098,641790.51,619703.59,0,0
290,PAYMENT,8281.5,C729762514,0.0,0.0,M963325686,0.0,0.0,0,0
370,PAYMENT,19590.32,C2006428494,40282.0,20691.68,M616175194,0.0,0.0,0,0
36,CASH_IN,85707.21,C1217320752,1448589.35,1534296.56,C99275333,4065974.23,3980267.02,0,0
45,PAYMENT,6523.02,C1405658937,2287.0,0.0,M206464790,0.0,0.0,0,0
264,PAYMENT,980.25,C451122359,35785.0,34804.75,M1342384142,0.0,0.0,0,0
402,CASH_OUT,282058.22,C1709922053,133254.0,0.0,C1755140654,5987117.75,6269175.96,0,0
20,CASH_OUT,65034.46,C1088146264,0.0,0.0,C787839563,5536906.01,5601940.48,0,0
709,CASH_IN,285514.77,C2139664879,201824.0,487338.77,C568129621,810699.9,525185.13,0,0
302,CASH_IN,225850.18,C2089484494,11107.0,236957.18,C883453269,2854.55,0.0,0,0
18,TRANSFER,293372.52,C1952269543,0.0,0.0,C148229552,471493.28,764865.8,0,0
380,TRANSFER,197002.72,C971300737,0.0,0.0,C483221750,841973.25,1038975.97,0,0
95,PAYMENT,4595.54,C1220059358,11171.0,6575.46,M451484715,0.0,0.0,0,0
401,CASH_IN,254606.46,C1206492495,200350.0,454956.46,C1731193260,0.0,0.0,0,0
353,DEBIT,1733.16,C635955104,168466.86,166733.7,C602897245,110093.0,111826.16,0,0
283,CASH_IN,121278.1,C448950724,20715.0,141993.1,C1441146637,2347019.31,2225741.21,0,0
395,CASH_OUT,75985.2,C115389376,2597.0,0.0,C1539180429,0.0,75985.2,0,0
594,TRANSFER,448980.72,C1907001795,0.0,0.0,C431646531,507684.32,956665.04,0,0
189,CASH_OUT,45291.84,C1692848756,75735.5,30443.66,C1711170586,665677.45,710969.29,0,0
181,CASH_OUT,13656.5,C1516481044,16989.0,3332.5,C222349066,1236453.9,1250110.4,0,0
43,PAYMENT,1229.68,C1406007017,0.0,0.0,M1900482172,0.0,0.0,0,0
395,PAYMENT,38367.37,C980928912,48875.0,10507.63,M1162373631,0.0,0.0,0,0
659,CASH_OUT,100652.32,C89375265,0.0,0.0,C393411581,1280742.52,1381394.83,0,0
372,CASH_IN,433899.08,C52127250,5634931.19,6068830.26,C295527467,1246497.64,812598.57,0,0
1,PAYMENT,5287.68,C1927499639,11424.0,6136.32,M2079961240,0.0,0.0,0,0
281,CASH_OUT,118992.91,C681712421,0.0,0.0,C1126191362,1559782.32,1678775.23,0,0
416,CASH_OUT,235776.44,C464920259,16838.0,0.0,C603670138,0.0,235776.44,0,0
260,CASH_OUT,55583.06,C1809201446,34642.0,0.0,C1955891135,0.0,55583.06,0,0
231,TRANSFER,1090974.5,C1311064775,0.0,0.0,C94854256,1312069.06,2403043.56,0,0
380,CASH_OUT,102847.8,C1227961728,1390.0,0.0,C963487477,100162.39,203010.2,0,0
239,PAYMENT,4559.29,C552619160,0.0,0.0,M1841380550,0.0,0.0,0,0
252,CASH_OUT,89833.68,C1930939227,21162.0,0.0,C928243069,4215887.76,4305721.44,0,0
596,CASH_IN,77400.4,C707173194,21668.0,99068.4,C1434800928,10638.78,0.0,0,0
9,PAYMENT,5674.4,C1373455105,5728.0,53.6,M887060117,0.0,0.0,0,0
321,CASH_OUT,66841.15,C1951747274,0.0,0.0,C1615577671,162001.48,228842.63,0,0
179,CASH_IN,204274.5,C440371804,2312140.92,2516415.42,C181074012,5270912.14,5066637.63,0,0
235,PAYMENT,7559.81,C67738497,0.0,0.0,M161104799,0.0,0.0,0,0
402,CASH_OUT,10566.48,C346174776,19138.0,8571.52,C285090292,0.0,10566.48,0,0
188,PAYMENT,2488.5,C273686038,24016.95,21528.45,M795008023,0.0,0.0,0,0
260,PAYMENT,14011.94,C2011935495,0.0,0.0,M68710724,0.0,0.0,0,0
402,CASH_OUT,304307.2,C1867567782,0.0,0.0,C878959243,1193294.94,1497602.14,0,0
323,PAYMENT,2424.49,C576863909,0.0,0.0,M1640493408,0.0,0.0,0,0
183,CASH_OUT,64266.5,C2043617836,0.0,0.0,C1342768302,1473167.22,1537433.72,0,0
34,DEBIT,44.67,C2038335529,110.0,65.33,C1314618182,5491052.75,5834606.8,0,0
614,CASH_IN,34074.6,C386352467,6063.0,40137.6,C1539163339,791337.61,757263.01,0,0
397,CASH_IN,31465.72,C827641929,50467.0,81932.72,C478702650,290271.91,258806.19,0,0
162,PAYMENT,31318.53,C1781373113,176.0,0.0,M870325603,0.0,0.0,0,0
325,CASH_OUT,237295.71,C627900837,0.0,0.0,C1540638879,6244974.09,6482269.8,0,0
394,CASH_IN,190751.65,C1214028712,9765769.58,9956521.23,C1048458121,7758953.25,7568201.6,0,0
302,PAYMENT,74753.51,C232678671,0.0,0.0,M36545897,0.0,0.0,0,0
135,CASH_OUT,39568.2,C2024097386,0.0,0.0,C1865794570,126628.89,46314.89,0,0
353,PAYMENT,634.28,C1216201565,10066.0,9431.72,M1845732911,0.0,0.0,0,0
130,TRANSFER,2097730.84,C1212107811,429450.25,0.0,C1624817448,3073680.43,5171411.27,0,0
567,CASH_OUT,52524.49,C468884788,0.0,0.0,C79964503,7545067.95,7597592.44,0,0
328,CASH_OUT,251624.06,C81597940,60715.0,0.0,C1708115689,646849.6,898473.66,0,0
327,CASH_OUT,453920.05,C1827902506,0.0,0.0,C1275171756,4304693.06,4758613.12,0,0
9,CASH_OUT,80307.72,C96889923,0.0,0.0,C1411544406,288508.76,166001.55,0,0
404,PAYMENT,13117.64,C1226989887,57347.67,44230.03,M363547282,0.0,0.0,0,0
20,PAYMENT,3264.8,C640319570,305789.41,302524.61,M1219367108,0.0,0.0,0,0
131,TRANSFER,254775.49,C923587062,0.0,0.0,C371536381,546667.38,801442.87,0,0
404,PAYMENT,3151.04,C1305588142,20263.0,17111.96,M1932057953,0.0,0.0,0,0
305,PAYMENT,30291.0,C637572576,306429.0,276138.0,M2111762692,0.0,0.0,0,0
134,CASH_OUT,178587.59,C190337434,7054.0,0.0,C310236780,0.0,178587.59,0,0
210,PAYMENT,4973.43,C945251094,30811.0,25837.57,M1778970333,0.0,0.0,0,0
8,CASH_IN,419879.23,C68383263,1173947.17,1593826.4,C1261039678,483919.0,0.0,0,0
211,CASH_IN,159649.0,C718227745,48414.0,208063.0,C1561116522,0.0,0.0,0,0
352,CASH_OUT,498576.89,C756313541,105536.11,0.0,C1326243087,7309650.93,7808227.82,0,0
251,CASH_OUT,273318.04,C762284445,0.0,0.0,C461996865,3025950.81,3299268.84,0,0
257,PAYMENT,2184.15,C1674301679,0.0,0.0,M1283130483,0.0,0.0,0,0
259,PAYMENT,663.41,C26185907,0.0,0.0,M561364573,0.0,0.0,0,0
161,CASH_OUT,69861.93,C978058449,0.0,0.0,C1055635516,4624562.09,4694424.01,0,0
330,TRANSFER,643556.1,C1231828623,283173.0,0.0,C1832560763,0.0,643556.1,0,0
250,CASH_IN,353670.2,C1745497528,5965602.73,6319272.93,C470257073,414016.66,60346.46,0,0
299,PAYMENT,12247.61,C1330853418,50061.0,37813.4,M1480212709,0.0,0.0,0,0
36,CASH_OUT,314709.96,C2126281234,0.0,0.0,C2064311715,7083345.7,7398055.66,0,0
284,PAYMENT,1597.78,C1601898061,107456.0,105858.22,M22672017,0.0,0.0,0,0
210,CASH_OUT,132077.32,C1549975205,154106.0,22028.68,C1288040199,226374.19,358451.52,0,0
132,CASH_OUT,181378.65,C395121388,0.0,0.0,C1117000905,348911.76,530290.41,0,0
120,PAYMENT,3657.44,C366991157,19945.0,16287.56,M1891811742,0.0,0.0,0,0
321,TRANSFER,642789.65,C2100270398,104199.0,0.0,C1519833268,0.0,642789.65,0,0
163,CASH_OUT,19307.05,C2006057462,0.0,0.0,C68914986,944272.95,963580.0,0,0
180,CASH_IN,266840.77,C533920117,12229.0,279069.77,C1793516125,364596.93,97756.16,0,0
321,CASH_OUT,143964.7,C1372107324,45735.0,0.0,C588661830,0.0,143964.7,0,0
299,PAYMENT,9464.81,C1671611689,0.0,0.0,M790944738,0.0,0.0,0,0
93,CASH_OUT,54498.89,C976018306,16061.0,0.0,C739984964,0.0,54498.89,0,0
297,CASH_OUT,113811.48,C259544388,0.0,0.0,C158233106,134527.61,248339.08,0,0
207,CASH_OUT,194646.72,C192365159,5019.0,0.0,C556616147,85491.11,280137.83,0,0
277,PAYMENT,11463.09,C962600388,104988.31,93525.22,M276744543,0.0,0.0,0,0
332,PAYMENT,8159.56,C13895933,7574.0,0.0,M1514590317,0.0,0.0,0,0
399,CASH_OUT,122020.4,C1450890496,11599.0,0.0,C662283151,480514.17,602534.57,0,0
308,CASH_OUT,212530.03,C975114123,0.0,0.0,C535842608,1705182.02,1917712.05,0,0
18,PAYMENT,12302.45,C515032391,16255.0,3952.55,M64941599,0.0,0.0,0,0
140,CASH_OUT,362762.03,C764563280,0.0,0.0,C1224969790,1002555.91,1499199.24,0,0
228,CASH_IN,372148.15,C420673596,7317987.96,7690136.11,C838851247,5954200.74,5582052.59,0,0
326,TRANSFER,189749.38,C1851924051,0.0,0.0,C1123156375,381136.34,570885.72,0,0
228,CASH_OUT,6844.88,C1899884340,0.0,0.0,C482532141,271976.3,278821.19,0,0
157,CASH_OUT,3703.04,C927461753,523.0,0.0,C1927436866,0.0,3703.04,0,0
334,PAYMENT,21899.87,C332178176,12174.0,0.0,M1076222943,0.0,0.0,0,0
525,CASH_IN,61727.87,C1578997974,23024340.43,23086068.31,C1436778187,163679.95,101952.08,0,0
326,CASH_OUT,905.54,C239446484,382.0,0.0,C1475850607,255933.05,256838.58,0,0
375,CASH_OUT,10434.39,C1849687164,31210.0,20775.61,C413050128,323223.2,333657.59,0,0
210,CASH_OUT,270510.04,C489662264,164.0,0.0,C1263684119,275324.42,545834.45,0,0
281,CASH_OUT,72526.28,C517824532,4.0,0.0,C1928651085,1167945.56,1240471.84,0,0
7,PAYMENT,13530.98,C835751985,0.0,0.0,M1510954343,0.0,0.0,0,0
322,CASH_OUT,52048.05,C1630682478,576266.66,524218.61,C45221534,1768547.69,1820595.74,0,0
183,CASH_IN,229458.2,C558921568,102268.0,331726.2,C1944985573,0.0,0.0,0,0
372,PAYMENT,3741.49,C1619444753,261.0,0.0,M1643477960,0.0,0.0,0,0
687,CASH_OUT,47658.59,C186599836,0.0,0.0,C1096427366,97000.94,144659.53,0,0
236,CASH_IN,192163.1,C1050894890,8520249.22,8712412.32,C219752619,1295251.12,1103088.03,0,0
395,CASH_OUT,273090.75,C440186450,25710.0,0.0,C1161852991,8289.64,281380.39,0,0
347,PAYMENT,5045.09,C1552113033,0.0,0.0,M620335552,0.0,0.0,0,0
38,CASH_IN,46139.86,C1424671573,1264090.0,1310229.86,C75011604,1383152.81,1337012.94,0,0
395,PAYMENT,42174.7,C890668769,51906.0,9731.3,M1431997478,0.0,0.0,0,0
18,PAYMENT,2362.84,C1248482847,203723.81,201360.97,M2140946800,0.0,0.0,0,0
162,DEBIT,1932.77,C246577307,137720.74,135787.97,C642078842,1779209.91,1781142.68,0,0
331,CASH_OUT,89334.21,C48818118,21586.0,0.0,C788547967,853269.15,942603.37,0,0
130,PAYMENT,781.27,C1005154346,0.0,0.0,M2035264046,0.0,0.0,0,0
212,CASH_OUT,137534.7,C802593201,0.0,0.0,C1750201974,3648798.68,3786333.38,0,0
158,CASH_IN,301990.14,C116855487,232514.0,534504.14,C1339139899,11146.15,0.0,0,0
260,CASH_OUT,69734.96,C183739845,11499.0,0.0,C1416798417,0.0,69734.96,0,0
308,PAYMENT,15403.68,C1042793246,330135.0,314731.32,M406124855,0.0,0.0,0,0
183,PAYMENT,4684.18,C1904139000,25581.0,20896.82,M276855712,0.0,0.0,0,0
500,CASH_IN,113633.14,C281013486,7705842.4,7819475.53,C1272718941,596974.86,483341.73,0,0
347,PAYMENT,20601.91,C1694145967,0.0,0.0,M1144085508,0.0,0.0,0,0
258,TRANSFER,51938.89,C1768220656,0.0,0.0,C1900270963,734612.19,786551.07,0,0
227,TRANSFER,62917.88,C47700207,0.0,0.0,C193538068,1639679.59,1702597.47,0,0
160,PAYMENT,27134.39,C1297702152,0.0,0.0,M1162319177,0.0,0.0,0,0
298,PAYMENT,16504.86,C300707396,259071.38,242566.52,M489151074,0.0,0.0,0,0
694,PAYMENT,2135.28,C396079745,68601.71,66466.43,M449905381,0.0,0.0,0,0
